product_category,product_subcategory,selling_price,cost_price,discount_percent,advertising_cost,shipping_cost,return_rate,product_rating,season,marketing_channel,competition_level,platform,region,state,city,payment_method,demand,revenue,profit
Beauty & Personal Care,Fragrances,1459.25,586.37,33.6,2912.32,119.92,2.04,3.5,Holi,Email Marketing,Medium,Snapdeal,East,West Bengal,Kolkata,Net Banking,1149,1113314.36,294033.32
Electronics,Headphones,22490.04,17431.4,49.52,893.11,149.42,10.06,4.38,Regular Season,Search Ads,Low,Flipkart,West,Maharashtra,Mumbai,UPI,558,6334958.48,-3724853.06
Toys & Games,Educational Toys,2766.03,1858.84,6.02,24059.78,48.04,10.89,2.99,Regular Season,Organic Search,High,Myntra,South,Karnataka,Bengaluru,UPI,301,782454.01,168403.32
Home & Kitchen,Bedding,5622.77,2907.59,31.05,38773.7,213.34,10.35,4.01,Regular Season,Influencer,High,Flipkart,Central,Rajasthan,Jaipur,Credit Card,920,3566747.92,577346.32
Toys & Games,Puzzles,408.02,179.55,32.79,32456.24,344.12,8.65,2.58,Christmas,Search Ads,Low,Amazon,West,Maharashtra,Mumbai,UPI,1343,368291.22,-392656.51
Toys & Games,Puzzles,2715.02,1201.67,46.18,11159.83,295.78,11.37,3.16,Eid,Influencer,Medium,Meesho,East,West Bengal,Kolkata,Net Banking,1074,1569354.32,-104811.34
Fashion,Women's Ethnic Wear,2480.18,1027.59,54.63,32976.41,185.2,15.04,4.77,Raksha Bandhan,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,Net Banking,3829,4308611.6,-569406.9
Electronics,Smartphones,4134.44,3145.68,40.03,21039.53,269.64,7.38,4.5,Regular Season,Search Ads,High,Snapdeal,East,West Bengal,Kolkata,COD,1104,2737283.73,-1129327.29
Home & Kitchen,Home Decor,5932.71,3307.87,16.95,14113.6,163.96,5.73,4.0,Diwali,Email Marketing,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,1500,7390673.48,2090690.84
Beauty & Personal Care,Fragrances,2886.81,1274.59,54.0,11634.17,192.45,5.45,4.51,Diwali,Email Marketing,Low,Snapdeal,East,West Bengal,Kolkata,Credit Card,3274,4347651.33,-541098.74
Toys & Games,Board Games,4159.05,1862.65,31.14,13145.94,63.37,7.41,3.15,Christmas,Affiliate,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,874,2503067.68,774370.34
Fashion,Footwear,2316.36,1241.41,10.59,18532.98,191.46,23.86,4.49,Christmas,Social Media,Low,Meesho,Central,Rajasthan,Jaipur,Net Banking,1465,3034099.2,774465.94
Toys & Games,Educational Toys,2173.41,1135.26,6.18,34965.02,282.51,3.51,4.36,Navratri,Social Media,Low,Amazon,Central,Rajasthan,Jaipur,Credit Card,2075,4231118.52,1223321.84
Sports & Fitness,Cycles,1768.53,1120.58,16.52,27882.32,228.17,9.7,4.24,Navratri,Organic Search,Low,Amazon,South,Karnataka,Bengaluru,COD,2640,3897613.75,208077.01
Beauty & Personal Care,Fragrances,2150.22,680.63,53.27,37652.88,348.57,6.57,4.83,Navratri,Social Media,High,Amazon,Central,Rajasthan,Jaipur,UPI,3566,3583108.98,-205369.22
Toys & Games,Dolls,2063.4,1280.44,22.64,28812.54,175.96,8.32,3.32,Republic Day,Affiliate,Medium,Amazon,West,Maharashtra,Mumbai,Debit Card,1145,1827701.94,92435.11
Sports & Fitness,Yoga Mats,2311.74,1378.27,54.97,14593.41,93.89,13.95,3.44,Republic Day,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,Debit Card,1232,1282483.08,-613098.35
Sports & Fitness,Yoga Mats,2917.23,1736.32,42.11,14602.07,285.76,9.96,4.19,Republic Day,Social Media,Low,Flipkart,North,Delhi,New Delhi,Credit Card,1979,3342104.42,-787917.63
Fashion,Men's Apparel,1405.46,751.57,30.02,21096.07,56.47,15.64,3.29,Eid,Organic Search,Low,Flipkart,Central,Rajasthan,Jaipur,UPI,1498,1473344.28,191168.38
Fashion,Watches,2128.55,815.78,39.88,29481.84,275.5,18.91,3.48,Diwali,Social Media,Medium,Amazon,East,West Bengal,Kolkata,UPI,2574,3293907.29,289152.94
Sports & Fitness,Gym Equipment,4444.5,2606.69,16.16,4791.56,157.0,14.86,3.01,Regular Season,Email Marketing,Medium,Myntra,West,Maharashtra,Mumbai,UPI,390,1453244.83,328297.75
Electronics,Smartphones,22023.81,16146.93,12.75,5583.57,284.43,4.49,4.74,Regular Season,Search Ads,Low,Meesho,South,Karnataka,Bengaluru,UPI,574,11029854.41,1484967.86
Toys & Games,Action Figures,4379.05,2394.76,54.8,20820.38,301.24,5.07,2.81,Dussehra,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1011,2001103.24,-783781.05
Sports & Fitness,Yoga Mats,975.39,647.86,41.11,36638.27,85.35,12.09,3.48,Diwali,Email Marketing,High,Flipkart,West,Maharashtra,Mumbai,UPI,2450,1407297.57,-486320.59
Sports & Fitness,Supplements,3426.84,2351.26,53.87,23046.63,310.33,11.47,2.81,Diwali,Search Ads,Low,Flipkart,East,West Bengal,Kolkata,UPI,1899,3001941.65,-2237296.8
Fashion,Women's Ethnic Wear,1398.95,522.15,23.09,28467.9,172.81,26.4,4.42,Regular Season,Affiliate,Medium,Myntra,Central,Rajasthan,Jaipur,UPI,1681,1808642.44,515671.17
Toys & Games,Puzzles,3047.82,1895.8,48.38,10831.85,114.49,10.2,2.95,Raksha Bandhan,Social Media,High,Meesho,Central,Rajasthan,Jaipur,Debit Card,763,1200416.21,-385607.69
Home & Kitchen,Storage,1115.68,612.51,14.96,32511.15,110.6,8.14,3.47,Holi,Organic Search,Medium,Snapdeal,West,Maharashtra,Mumbai,UPI,1623,1539860.64,306206.14
Beauty & Personal Care,Makeup,1462.42,496.7,51.33,2176.99,178.87,2.26,3.86,Holi,Influencer,Medium,Flipkart,East,West Bengal,Kolkata,Credit Card,1480,1053404.52,44239.1
Fashion,Handbags,1686.74,745.86,14.01,37064.09,166.63,14.86,3.58,Eid,Influencer,Medium,Meesho,South,Karnataka,Bengaluru,UPI,1614,2340990.35,766463.26
Toys & Games,Action Figures,5112.01,2238.34,30.31,2947.28,200.21,6.76,3.7,Eid,Email Marketing,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,791,2817984.78,850869.77
Toys & Games,Educational Toys,938.7,622.79,15.24,38845.9,65.66,6.74,2.87,Regular Season,Search Ads,Medium,Amazon,North,Delhi,New Delhi,Credit Card,810,644470.12,37687.25
Automotive,Riding Gear,526.86,292.06,13.13,5185.86,340.12,13.18,3.74,Regular Season,Social Media,Medium,Amazon,West,Maharashtra,Mumbai,UPI,811,371181.14,-172684.94
Books,Fiction,493.99,263.72,47.03,16867.37,311.74,3.56,4.6,Holi,Social Media,Medium,Amazon,North,Delhi,New Delhi,UPI,3113,814567.82,-1018287.03
Electronics,Smartwatches,24987.27,17933.19,15.1,16769.48,97.34,3.39,4.84,Holi,Email Marketing,Low,Flipkart,Central,Rajasthan,Jaipur,Credit Card,1226,26008599.67,3698045.5
Beauty & Personal Care,Fragrances,1114.27,522.69,37.8,31984.57,127.02,7.97,4.84,Dussehra,Social Media,High,Amazon,East,West Bengal,Kolkata,UPI,3858,2673886.98,75613.49
Fashion,Women's Ethnic Wear,3946.13,1873.57,26.85,9896.23,290.78,22.65,4.12,Dussehra,Influencer,Medium,Amazon,North,Delhi,New Delhi,COD,1512,4364530.27,871935.97
Fashion,Women's Ethnic Wear,1947.05,904.3,7.94,18359.11,173.67,15.11,4.09,Holi,Affiliate,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,1353,2425190.57,884367.26
Home & Kitchen,Cookware,3942.23,2531.02,11.97,2285.2,232.94,13.2,4.55,Regular Season,Email Marketing,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,606,2103029.11,365852.14
Books,Fiction,518.33,225.4,38.01,37098.96,183.55,4.18,3.33,Regular Season,Social Media,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,1390,446624.75,-167521.07
Books,Non-Fiction,477.36,234.28,32.12,7880.14,111.02,3.97,4.34,Diwali,Search Ads,Low,Flipkart,Central,Rajasthan,Jaipur,COD,3876,1255947.91,-107869.34
Electronics,Smartphones,5044.37,4073.63,15.76,9992.25,49.41,6.37,4.01,Republic Day,Affiliate,Medium,Amazon,Central,Rajasthan,Jaipur,Credit Card,931,3956170.26,45766.3
Automotive,Riding Gear,3094.5,2082.65,38.07,27518.7,293.12,3.3,4.87,Navratri,Social Media,Low,Myntra,Central,Rajasthan,Jaipur,UPI,3919,7510465.07,-1913986.14
Automotive,Riding Gear,579.81,404.39,26.92,7205.26,277.05,5.21,2.51,Holi,Organic Search,Medium,Flipkart,Central,Rajasthan,Jaipur,Credit Card,794,336437.77,-221743.41
Books,Children Books,932.05,464.0,20.77,39166.89,267.91,2.36,4.11,Navratri,Email Marketing,Low,Flipkart,Central,Rajasthan,Jaipur,UPI,3157,2331328.37,-37101.34
Electronics,Smartphones,18485.43,15523.24,6.21,27818.89,211.9,9.87,2.78,Navratri,Social Media,Medium,Amazon,West,Maharashtra,Mumbai,UPI,326,5652020.04,366266.72
Automotive,Helmets,2460.27,1350.94,5.65,13271.56,306.84,14.62,3.75,Dussehra,Email Marketing,Medium,Meesho,South,Karnataka,Bengaluru,Credit Card,1159,2690345.84,672483.11
Toys & Games,Dolls,2207.36,1305.69,31.26,3684.2,91.01,12.54,4.37,Diwali,Email Marketing,Low,Amazon,South,Karnataka,Bengaluru,UPI,2250,3414013.34,162814.8
Toys & Games,Action Figures,4803.85,3359.16,35.56,30960.39,211.07,5.76,2.62,Independence Day,Search Ads,High,Meesho,Central,Rajasthan,Jaipur,UPI,563,1742823.33,-328832.31
Fashion,Handbags,2248.91,789.01,29.35,34763.79,108.61,18.37,3.97,Navratri,Search Ads,High,Myntra,North,Delhi,New Delhi,UPI,2036,3234908.61,1278504.67
Automotive,Car Electronics,2949.04,1751.13,52.59,30382.56,296.89,6.5,3.9,Raksha Bandhan,Influencer,High,Amazon,Central,Rajasthan,Jaipur,UPI,1503,2101404.22,-1064423.9
Home & Kitchen,Kitchen Appliances,4477.41,2079.55,48.44,21509.96,176.3,12.2,4.29,Regular Season,Influencer,High,Myntra,South,Karnataka,Bengaluru,UPI,1301,3003426.93,-49452.81
Fashion,Handbags,4046.13,2028.66,47.78,25070.44,125.69,21.18,3.4,Dussehra,Email Marketing,Medium,Amazon,East,West Bengal,Kolkata,UPI,2060,4352551.52,-359179.84
Books,Competitive Exams,1229.8,686.71,10.97,5825.54,346.24,5.65,4.69,Regular Season,Organic Search,Low,Snapdeal,West,Maharashtra,Mumbai,UPI,1122,1228467.63,41814.44
Sports & Fitness,Sportswear,2761.89,1709.29,26.68,38056.62,323.22,4.35,4.78,Republic Day,Search Ads,Medium,Flipkart,West,Maharashtra,Mumbai,Credit Card,1819,3683507.28,-98285.2
Toys & Games,Puzzles,3496.64,1955.71,30.49,29366.14,201.15,11.32,4.57,Raksha Bandhan,Organic Search,High,Flipkart,West,Maharashtra,Mumbai,UPI,1626,3952016.52,307090.3
Sports & Fitness,Yoga Mats,3558.97,1889.24,31.19,34744.66,59.34,10.95,3.18,Dussehra,Organic Search,Medium,Amazon,Central,Rajasthan,Jaipur,COD,1236,3026874.09,515745.57
Books,Non-Fiction,1467.5,853.48,32.45,37202.82,90.64,3.77,2.74,Navratri,Affiliate,Low,Flipkart,West,Maharashtra,Mumbai,UPI,1532,1518665.86,20130.2
Automotive,Helmets,1562.51,752.23,7.22,36581.66,287.45,10.38,4.84,Regular Season,Email Marketing,Medium,Meesho,North,Delhi,New Delhi,Credit Card,1254,1817919.76,434392.84
Home & Kitchen,Home Decor,3543.61,2298.1,18.45,11069.94,148.45,10.0,3.07,Christmas,Influencer,Low,Amazon,North,Delhi,New Delhi,COD,899,2597942.75,329101.74
Fashion,Footwear,4285.33,1517.72,48.51,18320.19,305.41,16.61,3.65,Diwali,Search Ads,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,2030,4479228.33,580527.36
Toys & Games,Educational Toys,464.05,301.62,53.38,37413.25,291.48,11.49,4.2,Diwali,Search Ads,Medium,Flipkart,Central,Rajasthan,Jaipur,Debit Card,6487,1403398.29,-2646286.48
Home & Kitchen,Kitchen Appliances,5924.65,3107.72,43.14,36148.16,319.41,13.61,4.44,Regular Season,Email Marketing,Low,Snapdeal,East,West Bengal,Kolkata,COD,1399,4712889.63,-296152.36
Fashion,Watches,4133.55,1855.94,14.95,24081.57,228.14,15.32,4.1,Diwali,Organic Search,Low,Snapdeal,West,Maharashtra,Mumbai,UPI,1857,6528440.0,2469769.62
Fashion,Watches,402.8,144.49,5.28,35918.39,287.04,18.23,2.91,Republic Day,Organic Search,High,Meesho,East,West Bengal,Kolkata,Credit Card,668,254863.48,-91193.17
Sports & Fitness,Yoga Mats,3185.19,1847.01,19.54,19928.41,339.8,12.29,3.25,Regular Season,Affiliate,Low,Myntra,North,Delhi,New Delhi,Credit Card,708,1814465.14,191313.14
Beauty & Personal Care,Haircare,1898.79,828.77,20.03,34548.58,247.46,4.17,4.54,Dussehra,Search Ads,Medium,Meesho,West,Maharashtra,Mumbai,UPI,2085,3165994.03,858734.01
Books,Competitive Exams,704.21,387.71,37.65,14616.35,259.57,2.68,4.87,Regular Season,Search Ads,Low,Amazon,East,West Bengal,Kolkata,UPI,2931,1286928.63,-642673.85
Electronics,Smartwatches,19017.16,13448.68,5.4,8907.56,66.23,5.9,2.62,Diwali,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,UPI,307,5523001.64,1303517.91
Toys & Games,Board Games,2274.71,1480.62,21.38,26314.18,157.07,12.06,2.77,Regular Season,Social Media,High,Myntra,South,Karnataka,Bengaluru,Credit Card,338,604471.43,6328.17
Electronics,Smartphones,6615.14,5433.86,6.14,29801.63,214.22,8.2,4.6,Dussehra,Search Ads,Medium,Amazon,Central,Rajasthan,Jaipur,Debit Card,1470,9127186.49,618046.85
Automotive,Helmets,5286.48,3286.56,45.72,4323.36,273.83,12.94,4.11,Regular Season,Affiliate,Medium,Myntra,East,West Bengal,Kolkata,UPI,969,2780546.8,-793986.34
Home & Kitchen,Bedding,1666.55,770.22,33.28,14650.24,313.27,9.85,3.64,Eid,Organic Search,Medium,Amazon,Central,Rajasthan,Jaipur,Credit Card,1716,1908058.43,-24882.84
Automotive,Helmets,4807.17,3242.99,54.7,29162.72,130.89,7.73,4.69,Eid,Affiliate,Low,Myntra,Central,Rajasthan,Jaipur,Debit Card,3746,8157469.45,-4763963.13
Automotive,Car Electronics,5790.0,4011.56,32.3,2804.21,332.23,7.23,4.65,Diwali,Email Marketing,High,Myntra,South,Karnataka,Bengaluru,Credit Card,1567,6142373.61,-799590.9
Electronics,Smartphones,12285.38,10345.7,41.23,27888.47,313.68,6.02,4.84,Independence Day,Search Ads,High,Amazon,Central,Rajasthan,Jaipur,UPI,1472,10628013.44,-5333575.17
Sports & Fitness,Supplements,4596.63,2167.33,43.67,24865.93,171.45,9.57,4.53,Diwali,Search Ads,Low,Amazon,South,Karnataka,Bengaluru,UPI,5112,13236407.94,948685.97
Beauty & Personal Care,Haircare,660.44,206.98,42.15,1336.72,121.25,4.08,4.46,Diwali,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,UPI,3274,1250879.3,159907.27
Toys & Games,Dolls,3477.75,2316.55,25.8,7050.52,139.64,6.7,4.78,Diwali,Organic Search,Medium,Meesho,North,Delhi,New Delhi,Credit Card,2564,6616377.64,200172.85
Books,Children Books,1040.67,546.14,6.16,27023.88,225.43,4.42,2.78,Independence Day,Social Media,Low,Amazon,West,Maharashtra,Mumbai,Net Banking,738,720704.77,116131.79
Fashion,Handbags,3174.56,1732.59,41.14,19834.83,57.48,14.43,4.02,Raksha Bandhan,Affiliate,Low,Flipkart,Central,Rajasthan,Jaipur,UPI,1931,3608162.36,3000.5
Fashion,Footwear,4075.79,1911.3,49.35,8460.4,108.23,22.6,4.57,Raksha Bandhan,Organic Search,Medium,Amazon,West,Maharashtra,Mumbai,UPI,2047,4225801.49,-162723.97
Books,Competitive Exams,1141.16,566.84,37.06,38298.49,174.54,2.71,2.82,Christmas,Search Ads,Low,Flipkart,West,Maharashtra,Mumbai,Debit Card,1563,1122618.66,-84155.74
Sports & Fitness,Sportswear,4130.15,2233.58,22.39,2776.83,310.22,5.94,3.81,Regular Season,Social Media,Low,Flipkart,East,West Bengal,Kolkata,COD,639,2048256.62,392909.37
Toys & Games,Puzzles,5419.93,2373.08,26.27,10418.78,282.37,8.19,3.59,Regular Season,Influencer,High,Flipkart,South,Karnataka,Bengaluru,COD,528,2109948.4,665691.84
Electronics,Laptops,18118.15,12944.28,18.19,20647.87,200.88,10.84,2.8,Christmas,Organic Search,Medium,Snapdeal,East,West Bengal,Kolkata,Credit Card,430,6373657.16,545069.09
Books,Competitive Exams,176.98,92.19,35.07,34752.22,153.69,3.55,3.45,Dussehra,Organic Search,High,Amazon,South,Karnataka,Bengaluru,Credit Card,2244,257865.03,-336599.55
Fashion,Watches,3779.5,1771.57,46.48,5260.03,167.82,19.59,2.97,Independence Day,Email Marketing,Low,Flipkart,South,Karnataka,Bengaluru,Credit Card,940,1901421.1,-23874.1
Electronics,Smartwatches,16950.7,11469.76,15.45,33756.6,331.96,4.96,2.93,Eid,Social Media,High,Amazon,West,Maharashtra,Mumbai,UPI,428,6134017.61,984728.98
Sports & Fitness,Yoga Mats,1016.41,518.73,30.2,7477.94,239.63,13.43,4.87,Republic Day,Search Ads,Medium,Amazon,Central,Rajasthan,Jaipur,COD,2251,1596981.36,-192990.35
Fashion,Footwear,2980.93,1605.16,17.83,17337.9,253.09,25.26,2.5,Republic Day,Social Media,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,380,930783.47,156644.74
Home & Kitchen,Cookware,2970.42,1803.16,15.78,22130.89,319.2,12.57,4.14,Navratri,Search Ads,Low,Myntra,South,Karnataka,Bengaluru,UPI,1663,4160306.69,481095.74
Beauty & Personal Care,Haircare,2500.96,881.48,50.19,10141.75,323.03,3.35,4.13,Christmas,Search Ads,Medium,Myntra,Central,Rajasthan,Jaipur,UPI,1891,2355671.98,43609.98
Electronics,Smartwatches,2618.39,2222.41,49.9,3335.62,344.23,10.78,2.92,Raksha Bandhan,Search Ads,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,967,1268523.55,-1292612.11
Books,Fiction,827.66,335.72,20.98,36012.66,143.78,3.01,3.26,Diwali,Email Marketing,Medium,Flipkart,North,Delhi,New Delhi,UPI,2369,1549366.11,366306.91
Toys & Games,Educational Toys,1467.26,849.79,47.59,6372.28,348.47,13.36,3.05,Regular Season,Organic Search,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,661,508303.03,-324266.89
Electronics,Headphones,14973.76,11628.05,9.65,2224.16,225.38,7.63,2.96,Regular Season,Influencer,High,Flipkart,Central,Rajasthan,Jaipur,UPI,174,2354009.84,249198.69
Electronics,Smartwatches,20187.79,15928.52,21.25,31914.54,156.02,6.44,4.7,Navratri,Email Marketing,High,Flipkart,South,Karnataka,Bengaluru,COD,1193,18966176.36,-566531.71
Electronics,Laptops,4830.29,3862.49,34.21,980.83,320.19,4.62,4.88,Diwali,Affiliate,Medium,Amazon,East,West Bengal,Kolkata,Debit Card,2006,6374762.67,-2121002.59
Books,Competitive Exams,1121.58,666.02,23.47,20902.66,95.06,1.65,4.1,Christmas,Search Ads,Medium,Myntra,East,West Bengal,Kolkata,UPI,1701,1460045.14,138538.19
Sports & Fitness,Yoga Mats,5937.2,2678.6,32.66,20728.54,229.91,4.28,2.89,Navratri,Organic Search,High,Meesho,Central,Rajasthan,Jaipur,Debit Card,729,2914622.54,749109.59
Sports & Fitness,Cycles,1285.69,637.36,54.81,3315.56,328.1,7.31,2.84,Regular Season,Influencer,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,780,453182.58,-321630.83
Toys & Games,Educational Toys,5710.77,3933.45,13.93,19275.07,74.04,10.22,2.93,Diwali,Influencer,Medium,Flipkart,East,West Bengal,Kolkata,UPI,919,4517123.7,719129.16
Sports & Fitness,Supplements,3034.7,1295.96,28.77,25728.75,135.8,8.3,2.94,Navratri,Email Marketing,Low,Amazon,South,Karnataka,Bengaluru,COD,1384,2991677.67,939375.89
Books,Non-Fiction,234.53,120.63,47.17,36780.03,320.26,2.86,4.89,Navratri,Affiliate,Medium,Meesho,East,West Bengal,Kolkata,UPI,6469,801523.33,-2122579.85
Toys & Games,Board Games,3314.43,1988.18,32.74,18691.94,269.59,6.13,4.44,Holi,Search Ads,Medium,Amazon,Central,Rajasthan,Jaipur,Credit Card,2137,4763983.37,-162332.9
Automotive,Car Electronics,4133.34,2426.93,20.01,18236.49,178.86,11.39,3.99,Holi,Social Media,Medium,Myntra,North,Delhi,New Delhi,Credit Card,1491,4929631.67,907936.56
Toys & Games,Educational Toys,1170.6,620.33,10.12,33361.1,130.68,3.66,4.28,Dussehra,Influencer,High,Meesho,North,Delhi,New Delhi,UPI,1428,1502449.18,385125.46
Sports & Fitness,Yoga Mats,5350.88,3266.75,31.02,38738.37,300.1,10.68,4.81,Regular Season,Search Ads,Medium,Myntra,North,Delhi,New Delhi,UPI,1640,6053300.72,-4397.66
Automotive,Cleaning Care,5071.01,2265.97,5.2,19372.39,69.55,13.56,3.57,Republic Day,Search Ads,Low,Flipkart,North,Delhi,New Delhi,Credit Card,695,3341085.65,1641862.21
Fashion,Watches,532.88,205.97,30.63,28084.92,183.1,23.38,3.53,Navratri,Influencer,High,Amazon,West,Maharashtra,Mumbai,Net Banking,1553,574080.2,-110167.93
Sports & Fitness,Yoga Mats,2625.75,1764.47,30.25,33157.87,70.71,5.6,3.62,Dussehra,Email Marketing,High,Flipkart,South,Karnataka,Bengaluru,Credit Card,1602,2933999.92,-81861.61
Fashion,Watches,2217.91,1160.54,26.01,18541.46,282.69,21.87,4.22,Dussehra,Email Marketing,Low,Amazon,North,Delhi,New Delhi,UPI,2739,4494785.58,264772.3
Home & Kitchen,Storage,5319.49,3364.64,34.84,31001.04,279.76,9.26,2.56,Independence Day,Affiliate,Medium,Flipkart,East,West Bengal,Kolkata,COD,723,2506047.91,-225534.76
Sports & Fitness,Gym Equipment,3277.43,1491.29,53.91,5798.78,345.06,4.45,3.96,Eid,Affiliate,High,Myntra,Central,Rajasthan,Jaipur,COD,1525,2303615.42,-539626.09
Home & Kitchen,Kitchen Appliances,4561.79,2131.59,27.31,16413.44,162.47,11.48,4.55,Raksha Bandhan,Social Media,High,Amazon,West,Maharashtra,Mumbai,UPI,1148,3806727.99,1075796.9
Sports & Fitness,Supplements,3182.51,1470.02,24.49,11819.63,59.89,6.54,3.04,Holi,Influencer,High,Flipkart,West,Maharashtra,Mumbai,Credit Card,698,1677373.08,579533.0
Home & Kitchen,Cookware,2563.38,1384.16,26.0,9464.55,67.04,5.26,3.13,Regular Season,Email Marketing,Low,Meesho,East,West Bengal,Kolkata,UPI,645,1223501.27,265135.39
Beauty & Personal Care,Grooming,791.26,363.99,25.53,39441.61,254.6,5.78,3.18,Regular Season,Affiliate,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,1208,711815.6,-90124.79
Home & Kitchen,Storage,2907.88,1575.52,19.11,38226.06,271.67,8.04,2.69,Dussehra,Email Marketing,Medium,Myntra,East,West Bengal,Kolkata,Debit Card,1006,2366297.24,426953.42
Fashion,Handbags,471.26,169.27,12.07,36761.72,231.7,25.21,3.44,Diwali,Organic Search,Low,Snapdeal,East,West Bengal,Kolkata,Credit Card,3307,1370351.08,-124281.84
Electronics,Laptops,22702.39,15291.1,24.3,16701.59,261.79,3.45,4.74,Independence Day,Search Ads,Medium,Snapdeal,North,Delhi,New Delhi,Credit Card,777,13353296.07,1146014.9
Toys & Games,Puzzles,850.25,509.55,53.61,22302.39,147.48,4.46,4.3,Regular Season,Organic Search,Medium,Amazon,Central,Rajasthan,Jaipur,COD,2326,917446.45,-653972.61
Home & Kitchen,Storage,6346.29,3491.28,46.96,31466.31,49.17,4.5,3.4,Regular Season,Organic Search,High,Flipkart,East,West Bengal,Kolkata,Debit Card,732,2463964.86,-188671.37
Electronics,Laptops,21006.35,14143.23,49.12,22519.98,307.27,10.08,3.94,Regular Season,Organic Search,High,Amazon,West,Maharashtra,Mumbai,UPI,728,7780886.48,-3032337.65
Books,Competitive Exams,682.57,373.08,13.4,8742.7,344.28,3.14,2.5,Dussehra,Search Ads,High,Amazon,East,West Bengal,Kolkata,UPI,525,310330.45,-79401.53
Beauty & Personal Care,Fragrances,1706.0,725.55,12.4,13593.04,102.52,5.06,2.8,Regular Season,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,404,603760.22,250871.03
Beauty & Personal Care,Grooming,1349.85,631.23,14.39,1589.8,321.53,3.71,2.69,Eid,Search Ads,Medium,Meesho,Central,Rajasthan,Jaipur,COD,445,514244.93,83417.46
Automotive,Helmets,2826.44,1850.49,14.71,23168.67,235.43,10.67,3.66,Diwali,Email Marketing,Low,Amazon,South,Karnataka,Bengaluru,UPI,2079,5011784.34,523252.13
Books,Self-Help,781.43,433.36,6.84,36308.64,197.7,3.27,3.4,Navratri,Affiliate,High,Flipkart,South,Karnataka,Bengaluru,Net Banking,1203,875760.17,72135.89
